"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24","test_multiple_posts_are_retrievable[10]","tests.component","2026-06-06","passed","2026-06-06","TestPostsRead","test_posts","",""
"","89","test_delete_post_returns_200","tests.component","2026-06-06","passed","2026-06-06","TestPostsWrite","test_posts","",""
"","239","test_get_nonexistent_user_returns_404","tests.component","2026-06-06","passed","2026-06-06","TestUsersRead","test_users","",""
"","245","test_get_nonexistent_comment_returns_404","tests.component","2026-06-06","passed","2026-06-06","TestCommentsRead","test_comments","",""
"","349","test_created_post_comments_endpoint_is_reachable","tests.integration","2026-06-06","passed","2026-06-06","TestPostCommentsRelationship","test_resource_flows","",""
"","23","test_get_single_user_matches_schema","tests.component","2026-06-06","passed","2026-06-06","TestUsersRead","test_users","",""
"","25","test_get_single_comment_matches_schema","tests.component","2026-06-06","passed","2026-06-06","TestCommentsRead","test_comments","",""
"","20","test_get_all_users_match_schema","tests.component","2026-06-06","passed","2026-06-06","TestUsersRead","test_users","",""
"","19","test_get_single_post_returns_200","tests.component","2026-06-06","passed","2026-06-06","TestPostsRead","test_posts","",""
"","39","test_comments_reference_their_post","tests.integration","2026-06-06","passed","2026-06-06","TestPostCommentsRelationship","test_resource_flows","",""
"","22","test_get_nonexistent_post_returns_404","tests.component","2026-06-06","passed","2026-06-06","TestPostsRead","test_posts","",""
"","22","test_multiple_posts_are_retrievable[5]","tests.component","2026-06-06","passed","2026-06-06","TestPostsRead","test_posts","",""
"","128","test_get_all_posts_match_schema","tests.component","2026-06-06","passed","2026-06-06","TestPostsRead","test_posts","",""
"","103","test_create_comment_then_fetch_comments_list","tests.integration","2026-06-06","passed","2026-06-06","TestPostCommentCreation","test_resource_flows","",""
"","184","test_get_all_comments_match_schema","tests.component","2026-06-06","passed","2026-06-06","TestCommentsRead","test_comments","",""
"","236","test_update_post_returns_200","tests.component","2026-06-06","passed","2026-06-06","TestPostsWrite","test_posts","",""
"","23","test_multiple_posts_are_retrievable[2]","tests.component","2026-06-06","passed","2026-06-06","TestPostsRead","test_posts","",""
"A request that never completes must raise a timeout rather than hang
forever — proving the default timeout in ``_request`` is wired through.
","1","test_raises_when_server_does_not_respond","tests.unit","2026-06-06","passed","2026-06-06","TestTimeout","test_client_resilience","",""
"Fail twice with 503 (a retryable status), then recover with 200.

The client must surface the eventual success — and, crucially, must
have made all three attempts. The call-count assertion is what proves
the retry layer actually ran rather than being bypassed by the stub.
","2","test_retries_transient_5xx_then_succeeds","tests.unit","2026-06-06","passed","2026-06-06","TestRetryPolicy","test_client_resilience","",""
"","49","test_user_must_exist_before_fetching_their_posts","tests.integration","2026-06-06","passed","2026-06-06","TestUserPostsRelationship","test_resource_flows","",""
"","21","test_multiple_users_all_have_posts[1]","tests.integration","2026-06-06","passed","2026-06-06","TestUserPostsRelationship","test_resource_flows","",""
"","88","test_create_post_reflects_sent_data","tests.component","2026-06-06","passed","2026-06-06","TestPostsWrite","test_posts","",""
"","173","test_create_post_then_comment_reflects_sent_data","tests.integration","2026-06-06","passed","2026-06-06","TestPostCommentCreation","test_resource_flows","",""
"","24","test_get_single_post_matches_schema","tests.component","2026-06-06","passed","2026-06-06","TestPostsRead","test_posts","",""
"POST is deliberately excluded from the retry policy: replaying a
create that may have already succeeded server-side risks a duplicate.
A 503 on POST must therefore surface immediately, with no second try.
","3","test_does_not_retry_post","tests.unit","2026-06-06","passed","2026-06-06","TestRetryPolicy","test_client_resilience","",""
"","89","test_create_post_returns_201","tests.component","2026-06-06","passed","2026-06-06","TestPostsWrite","test_posts","",""
"","18","test_multiple_posts_are_retrievable[1]","tests.component","2026-06-06","passed","2026-06-06","TestPostsRead","test_posts","",""
"","31","test_multiple_users_all_have_posts[3]","tests.integration","2026-06-06","passed","2026-06-06","TestUserPostsRelationship","test_resource_flows","",""
"","28","test_multiple_users_all_have_posts[2]","tests.integration","2026-06-06","passed","2026-06-06","TestUserPostsRelationship","test_resource_flows","",""
"","24","test_get_all_posts_returns_200","tests.component","2026-06-06","passed","2026-06-06","TestPostsRead","test_posts","",""
"","52","test_posts_belong_to_fetched_user","tests.integration","2026-06-06","passed","2026-06-06","TestUserPostsRelationship","test_resource_flows","",""
"","23","test_multiple_posts_are_retrievable[3]","tests.component","2026-06-06","passed","2026-06-06","TestPostsRead","test_posts","",""
