"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24","test_multiple_posts_are_retrievable[2]","tests.component","2026-06-05","passed","2026-06-05","TestPostsRead","test_posts","",""
"","25","test_multiple_users_all_have_posts[3]","tests.integration","2026-06-05","passed","2026-06-05","TestUserPostsRelationship","test_resource_flows","",""
"","25","test_get_single_post_matches_schema","tests.component","2026-06-05","passed","2026-06-05","TestPostsRead","test_posts","",""
"","122","test_delete_post_returns_200","tests.component","2026-06-05","passed","2026-06-05","TestPostsWrite","test_posts","",""
"","57","test_create_post_reflects_sent_data","tests.component","2026-06-05","passed","2026-06-05","TestPostsWrite","test_posts","",""
"","28","test_multiple_posts_are_retrievable[10]","tests.component","2026-06-05","passed","2026-06-05","TestPostsRead","test_posts","",""
"","26","test_get_nonexistent_post_returns_404","tests.component","2026-06-05","passed","2026-06-05","TestPostsRead","test_posts","",""
"","24","test_multiple_posts_are_retrievable[1]","tests.component","2026-06-05","passed","2026-06-05","TestPostsRead","test_posts","",""
"","25","test_multiple_users_all_have_posts[1]","tests.integration","2026-06-05","passed","2026-06-05","TestUserPostsRelationship","test_resource_flows","",""
"","59","test_posts_belong_to_fetched_user","tests.integration","2026-06-05","passed","2026-06-05","TestUserPostsRelationship","test_resource_flows","",""
"","533","test_get_single_post_returns_200","tests.component","2026-06-05","passed","2026-06-05","TestPostsRead","test_posts","",""
"","131","test_update_post_returns_200","tests.component","2026-06-05","passed","2026-06-05","TestPostsWrite","test_posts","",""
"","26","test_multiple_posts_are_retrievable[3]","tests.component","2026-06-05","passed","2026-06-05","TestPostsRead","test_posts","",""
"","26","test_get_all_posts_match_schema","tests.component","2026-06-05","passed","2026-06-05","TestPostsRead","test_posts","",""
"","26","test_multiple_posts_are_retrievable[5]","tests.component","2026-06-05","passed","2026-06-05","TestPostsRead","test_posts","",""
"","120","test_create_post_then_comment_reflects_sent_data","tests.integration","2026-06-05","passed","2026-06-05","TestPostCommentCreation","test_resource_flows","",""
"","193","test_created_post_comments_endpoint_is_reachable","tests.integration","2026-06-05","passed","2026-06-05","TestPostCommentsRelationship","test_resource_flows","",""
"","25","test_multiple_users_all_have_posts[2]","tests.integration","2026-06-05","passed","2026-06-05","TestUserPostsRelationship","test_resource_flows","",""
"","79","test_create_comment_then_fetch_comments_list","tests.integration","2026-06-05","passed","2026-06-05","TestPostCommentCreation","test_resource_flows","",""
"","48","test_comments_reference_their_post","tests.integration","2026-06-05","passed","2026-06-05","TestPostCommentsRelationship","test_resource_flows","",""
"","535","test_get_all_posts_returns_200","tests.component","2026-06-05","passed","2026-06-05","TestPostsRead","test_posts","",""
"","49","test_user_must_exist_before_fetching_their_posts","tests.integration","2026-06-05","passed","2026-06-05","TestUserPostsRelationship","test_resource_flows","",""
"","124","test_create_post_returns_201","tests.component","2026-06-05","passed","2026-06-05","TestPostsWrite","test_posts","",""
